date,spy_close,nasdaq_close,vix_close,treasury_10y,inflation_rate,gdp_growth
2020-01-01,350.0,4180.170519086363,29.024655164269397,1.6979628736894505,3.556770706642948,2.7513914188496527
2020-01-02,335.8416224232794,3987.319448649981,22.93827468439381,2.091621022454608,3.422106055980575,0.44857642922419827
2020-01-03,343.5194826441011,4118.039640118187,24.044314592397267,1.0861147463961123,1.3457577397054359,2.08058820931741
2020-01-06,339.646524808344,4084.7596657123854,19.52219011741149,2.3991641670134287,2.399741718011027,4.045220540970485
2020-01-07,353.7776678857354,4261.506837879329,14.410625301402652,2.0808551446648322,2.421584463757069,0.6578243425302293
2020-01-08,357.0456986498064,4208.6851538581805,14.10072542711793,1.5760631864178165,3.558762519488648,1.350301340527651
2020-01-09,351.50772674596203,4279.198568828132,14.888887593919709,1.6470026736887855,1.9376581170775653,1.417376971099679
2020-01-10,358.56927296033,4314.847834018904,23.13370036289252,2.627842959996171,0.3006729602532987,6.048106933339987
2020-01-13,369.02682310915895,4375.277343610715,20.501168956180713,2.480348886097148,3.142248681715503,4.240951841738909
2020-01-14,373.6705855700391,4534.93873790055,22.085180099512407,2.375089975835298,1.26207179369497,0.5798647095911147
2020-01-15,370.5248999152198,4397.607268685163,10.0,1.5304601262212616,1.4653407024263816,0.13763193994359657
2020-01-16,381.3685209225134,4609.803034690859,16.1671351238465,2.4224139244939247,0.9326421876253845,0.6931644550697631
2020-01-17,374.4740504600095,4474.166448021278,25.93080785178185,2.0306951381154508,2.7915798224443527,-0.19453178943418736
2020-01-20,382.68651098946725,4634.81172508347,19.705696142494073,1.1232842693815002,3.2005752592238474,2.5833829609916688
2020-01-21,364.44517449284683,4356.1435822680505,18.274877317158058,1.46479498529646,3.6586123068393173,3.454069117227386
2020-01-22,365.4848278647649,4332.897819153422,20.253061274745292,1.6453864143128696,1.2245595245076912,5.1108744739654695
2020-01-23,361.587370220951,4321.361913167053,15.794821686555832,1.4048848862150796,2.258512665128269,-2.240201079864245
2020-01-24,351.84345196863114,4214.507508585472,26.054237127336783,2.4636427843066735,2.981847069005675,6.81008185931024
2020-01-27,361.20168471644956,4347.2322781773155,15.44354276828947,2.4173479499239687,2.6347244037691246,2.079875167779937
2020-01-28,345.87055505170815,4165.23315539368,18.019267638940907,2.9345645610216877,0.8719337728736538,3.6321828652164525
2020-01-29,355.6159164921913,4274.04495416868,22.276894316982315,1.809877515551212,4.013954819266705,3.768955325384857
2020-01-30,344.89215108934513,4100.198298055848,25.597903400535913,2.1500939579707032,1.9164088151787446,-1.3851730741467856
2020-01-31,352.3304660404809,4266.404411833052,16.379719852146348,2.263326680363385,3.9617963561970657,0.3775330277790032
2020-02-03,347.0150792214499,4231.415787214519,14.255808488653177,2.741523364173448,4.320708589924369,3.7995244053630213
2020-02-04,333.629222189631,4025.473141654085,24.45235202431366,1.83163356204839,1.1722460903257657,0.5202977787916472
2020-02-05,330.77455308743305,4083.7153680784404,14.177632973586139,2.4796091820717736,2.3890175271680714,1.2856960166944083
2020-02-06,334.67011633397834,4100.4899304655855,20.46368561881724,2.4663469353816367,4.899035268327145,1.5818745628119764
2020-02-07,328.8243275896186,3969.5681474996372,23.522657251964382,1.838850274132762,2.992052981162209,4.255968857761418
2020-02-10,330.70023213272475,4007.530711438175,20.584725403296968,0.5583332779852961,1.0539294700983923,5.669184812443237
2020-02-11,335.4278846119108,3977.396463933186,25.838934811260525,1.3869490771358843,1.536599523227417,3.3600819311268113
2020-02-12,345.6116931227668,4225.05416494887,23.253529926279793,2.1782919396769493,1.1393635310111074,-2.2557876594813706
2020-02-13,346.2217101136393,4133.039388146687,20.772740488488257,1.974099349066168,4.710832586342979,-1.0841913556101566
2020-02-14,354.46692794706206,4238.368896175365,28.35178255168357,2.3254020451622384,1.4057222594030852,-2.4301811461542213
2020-02-17,360.66496411206657,4308.339342499449,14.941619666943062,1.7775217380344628,4.787353250165397,-0.025137668054049378
2020-02-18,360.1790389384769,4289.80756409385,24.567795207418456,2.1471707617285425,3.998787081386115,3.63735377319726
2020-02-19,368.6225386178725,4388.961596372395,22.573529434601728,2.0582093207807874,0.7399409543938404,6.3241159039626815
2020-02-20,375.39826665488965,4451.772796678599,19.462050495771397,1.7640257163690263,2.6167894235287146,2.386116914871003
2020-02-21,374.3389039288249,4520.996601804858,17.621494767583293,2.541094328385418,1.8210644380631607,0.9364774054595508
2020-02-24,379.8676167557891,4472.408161931172,21.14967609232575,2.759972390270046,2.2519111955748943,5.5299399889201
2020-02-25,382.12180825076877,4530.951494256621,13.211547324303488,2.6942734866809404,2.3308742961573734,0.05157805888832345
2020-02-26,386.5013968338208,4651.158833655649,21.663086026720773,2.4726210468622782,2.1691035483374,-0.7121686388696826
2020-02-27,401.24827942151916,4801.303125275269,19.901576125441707,2.5632091408435578,0.9914991672885072,1.246925794613871
2020-02-28,394.9947638240377,4754.604378136765,27.727586824978193,1.6655295221756279,1.686595046460922,3.33003607842606
2020-03-02,397.20434511883605,4652.593364428506,17.166871556456208,2.295334736835601,2.852736585938977,2.404381603705627
2020-03-03,397.64609228726727,4689.7455551157545,13.623844554416307,2.671335412300107,2.4056178170553157,1.5630703976758384
2020-03-04,404.1136917123261,4809.885484146119,20.092570862348516,1.7558173110377036,3.3569238186459036,-0.10758295586910238
2020-03-05,400.6634563756434,4849.703327564523,28.221812514959193,2.3089223433744874,1.2659806735853214,3.6422972822842032
2020-03-06,396.32492702425117,4731.417792598169,17.383416180807675,2.067593237681382,2.2527590088863754,1.0719017457018913
2020-03-09,396.01304467205074,4786.455014256572,20.577639571678194,1.0440847015803476,3.523074236740904,4.398073023939256
2020-03-10,399.9735373250483,4829.754849588205,23.30248620818829,1.8888297061939279,1.3036409842411503,2.3552567523028936
2020-03-11,396.5169286268611,4835.611287540813,21.36396936232528,2.8307581565063606,4.2099830859781875,1.9279919789697784
